Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb
155803,Black,X Breed,DEN,Male,VIRGINIA
155804,Gold,X Breed,VANG,Female,VIRGINIA
155805,Brown,Australian Kelpie X,DIXIE,Female,ANGLE VALE
155806,Brown/White,Jack Russell Terrier X,ROCKY,Desexed Male,WATERLOO CORNER
155807,Black,Schnauzer (Miniature),MANNY,Desexed Male,BLAKEVIEW
155808,White,Akita X,BILL,Male,DAVOREN PARK
155809,Tan,Staffordshire Bull Terrier X,BRANDY,Desexed Female,ANDREWS FARM
155810,Brown,Australian Kelpie X,BUDDY,Desexed Male,ANDREWS FARM
155811,Black,American Staffordshire Terrier,ANGUS,Male,ELIZABETH NORTH
155812,Black/White,Schnauzer (Miniature),BOB,Male,HILLBANK
155813,Tri-Colored,Yorkshire Terrier,Hugo,Desexed Male,ANDREWS FARM
155814,Blue,Staffordshire Bull Terrier,CHILLY,Male,ELIZABETH EAST
155815,Black/Brindle,Staffordshire Bull Terrier X,CASPER,Desexed Female,ANGLE VALE
155816,Brindle/White,Staffordshire Bull Terrier,HURLEY,Desexed Male,ANGLE VALE
155817,Brown,Border Collie X,SAFARI,Female,ELIZABETH PARK
155818,Black,Australian Kelpie,HARLEY,Desexed Female,EVANSTON PARK
155819,White/Red,Staffordshire Bull Terrier X,JUKE,Male,DAVOREN PARK
155820,Black /Tan,German Shepherd Dog,SAXON,Male,DAVOREN PARK
155821,Red,Australian Cattle Dog X,WHISKEY,Female,ANDREWS FARM
155822,Red,Australian Cattle Dog X,SHILO,Female,ANDREWS FARM
155823,Black/Brindle,American Staffordshire Terrier Cross,ANGEL,Female,DAVOREN PARK
155824,Black/White,Maltese X,LOTTIE,Female,ELIZABETH
155825,Tan/White,American Staffordshire Terrier,KOSTA,Male,ELIZABETH DOWNS
155826,Black,Mastiff X,LOLLIE,Female,ELIZABETH EAST
155827,Black /Tan,Cavalier King Charles Spaniel X,JESSIE,Female,ELIZABETH VALE
155828,Brindle,American Staffordshire Terrier Cross,XENA,Female,MUNNO PARA
155829,Black,Shih Tzu,OLLIE,Male,ELIZABETH VALE
155830,Black /Tan,Rottweiler,JAX,Male,DAVOREN PARK
155831,Brown/Brindle,Staffordshire Bull Terrier,DIVA,Female,DAVOREN PARK
155832,Tri-Colored,Beagle,ROXY,Desexed Female,HILLBANK
155833,Black /Tan,Chihuahua,PANDORA,Female,ANDREWS FARM
155834,Black,Poodle X,Chester,Desexed Male,HILLBANK
155835,White,Siberian Husky,GHOST,Male,ELIZABETH DOWNS
155836,White,Shih Tzu X,BUNDY,Desexed Male,DAVOREN PARK
155837,Black /Tan,Chihuahua X,GIZMO,Male,SMITHFIELD PLAINS
155838,White,Bulldog,Zirro,Male,MUNNO PARA
155839,Red,Italian Greyhound,Jaffa,Desexed Male,HILLBANK
155840,Tan,Maltese X,IZZY,Desexed Female,SMITHFIELD PLAINS
155841,Black/White,American Staffordshire Terrier,CANDY,Female,ELIZABETH VALE
155842,Black/Blue,Cocker Spaniel,SHADOW,Male,CRAIGMORE
155843,White,Fox Terrier (Smooth)  X,MAX,Male,ELIZABETH DOWNS
155844,Brindle,Staffordshire Bull Terrier X,GENERAL,Male,ELIZABETH NORTH
155845,Black/White,Alaskan Malamute X,ELLA,Female,ANDREWS FARM
155846,Gold,Labrador Retriever,MIDAS,Male,ELIZABETH PARK
155847,Red,Siberian Husky X,LARS,Desexed Male,MUNNO PARA
155848,Black /Tan,Rottweiler,Roxy,Desexed Female,DAVOREN PARK
155849,Gold,Labrador Retriever,MAJESTY,Female,ELIZABETH PARK
155850,Black /Tan,Boxer,Frankie,Female,CRAIGMORE
155851,White/Brindle,Staffordshire Bull Terrier X,VIVI,Desexed Female,ELIZABETH SOUTH
155852,Gold,Labrador Retriever,LAYLA,Desexed Female,MUNNO PARA
155853,Tan,Staffordshire Bull Terrier,DAKOTA,Female,ELIZABETH NORTH
155854,Black/Brindle,Unknown,MILLY,Desexed Female,ELIZABETH
155855,Brown/White,Cavalier King Charles Spaniel,SANSA,Female,HILLBANK
155856,White,Pomeranian X,CHARLIE,Male,ELIZABETH VALE
155857,Black/White,Irish Wolfhound X,LEROY,Male,BLAKEVIEW
155858,White/Black,Maltese X,HAMILTON,Desexed Male,MUNNO PARA WEST
155859,Tan,Staffordshire Bull Terrier,TROJAN,Male,DAVOREN PARK
155860,Black/White,Maltese,SUGAR,Desexed Female,ULEYBURY
155861,Brindle,Staffordshire Bull Terrier,pig,Female,DAVOREN PARK
155862,Brindle/White,Staffordshire Bull Terrier,KENYA,Desexed Female,BLAKEVIEW
155863,Blue,Irish Wolfhound X,BLUE,Male,BIBARINGA
155864,Black,Staffordshire Bull Terrier,BELLA,Desexed Female,ELIZABETH GROVE
155865,Brindle,Staffordshire Bull Terrier,YAYO,Desexed Male,ELIZABETH GROVE
155866,Black/White,Staffordshire Bull Terrier,MAIZY,Female,ELIZABETH VALE
155867,Tri-Colored,Maltese X,MILO,Male,ELIZABETH DOWNS
155868,Brindle,Labrador Retriever X,BOB,Male,BLAKEVIEW
155869,Blue,Bichon Frise x,BINDI,Desexed Male,ANGLE VALE
155870,Tan/White,Bichon Frise x,MAX,Desexed Male,ANGLE VALE
155871,Brown/White,Staffordshire Bull Terrier,JUNIOR,Male,CRAIGMORE
155872,Black,Irish Wolfhound,lollie,Female,SMITHFIELD PLAINS
155873,Black/Grey,German Shepherd Dog,SIMBAD,Male,DAVOREN PARK
155874,White,Labrador Retriever,SCOOBY,Male,ELIZABETH SOUTH
155875,Caramel,Shar Pei,BELLA SMITH,Female,DAVOREN PARK
155876,Black /Tan,German Shepherd Dog,LUNA,Female,ULEYBURY
155877,Black/White,Border Collie,SPARKY,Desexed Male,CRAIGMORE
155878,Tan/White,Bullmastiff X,RAZZ STARR,Female,ELIZABETH DOWNS
155879,Black,Great Dane,CHARLIE,Male,BLAKEVIEW
155880,Black /Tan,German Shepherd Dog,KEISER,Male,ELIZABETH
155881,Black/Tan/White,Maltese X,Gypsy,Female,DAVOREN PARK
155882,Black/White,Border Collie X,Happy,Male,ELIZABETH NORTH
155883,White,Siberian Husky,LEXI,Female,HILLBANK
155884,White/Brown,Staffordshire Bull Terrier,PATCH,Female,ANDREWS FARM
155885,Black/Brown,X Breed,EVA,Female,SMITHFIELD PLAINS
155886,Brown/White,Chihuahua,MILO,Desexed Male,SMITHFIELD PLAINS
155887,Tan/White,Chihuahua X,SOPHIE,Desexed Female,ANDREWS FARM
155888,Tan/White,Maltese X,CRUZ,Desexed Male,MUNNO PARA
155889,Black/White,Australian Cattle Dog X,JIGGY,Female,ELIZABETH EAST
155890,White,Maltese X,MAC,Male,BLAKEVIEW
155893,Brindle/White,American Staffordshire Terrier Cross,SMOOCH,Desexed Female,MUNNO PARA
155894,White,Maltese,SNOWEY,Desexed Female,ANDREWS FARM
155895,White,Maltese,SPIKE,Desexed Male,ANDREWS FARM
155896,Black,Labrador Retriever X,BOSCO,Desexed Male,CRAIGMORE
155897,Tan/White,Maltese X,Bella,Female,BLAKEVIEW
155898,Black /Tan,Beagle X,hugo,Desexed Male,MUNNO PARA WEST
155899,Tan,Chihuahua,Dutchess,Female,BLAKEVIEW
155900,Tan/White,Staffordshire Bull Terrier X,Mutly,Male,ELIZABETH PARK
155901,Black /Tan,German Shepherd Dog,POPET,Female,ELIZABETH EAST
155902,Black,Staffordshire Bull Terrier,BERT,Male,ANDREWS FARM
155903,Tan/White,King Charles Spaniel X,CHANEL,Desexed Female,BLAKEVIEW
155904,Tan/White,King Charles Spaniel X,DAKOTA,Desexed Female,BLAKEVIEW
155905,Red,Staffordshire Bull Terrier,FLETCHER,Male,ELIZABETH SOUTH
155906,Brindle,Staffordshire Bull Terrier,BUFFY,Desexed Female,ELIZABETH SOUTH
155907,Blue,Staffordshire Bull Terrier,ronix,Male,MUNNO PARA WEST
155908,Fawn,Whippet,GUNNA,Male,EVANSTON PARK
155909,Black/White,Alaskan Malamute X,ESKIMO,Male,ELIZABETH DOWNS
155910,Brown,Pomeranian,BUFFY,Female,ELIZABETH EAST
155911,Brindle/Black,Staffordshire Bull Terrier X,LULU,Female,ELIZABETH EAST
155912,Tan/White,Staffordshire Bull Terrier X,BUSTER,Male,DAVOREN PARK
155913,White/Black,Shih Tzu,ELIZABETH,Female,SMITHFIELD PLAINS
155914,Tan,Shar Pei,SHEN,Male,ELIZABETH DOWNS
155915,Black/Brown,Maltese X,COCO,Desexed Female,CRAIGMORE
155916,White,Shih Tzu X,BELLA,Desexed Female,MUNNO PARA
155917,Fawn,Bulldog,MIESHA,Female,CRAIGMORE
155918,White,German Shepherd Dog,ZENA,Female,MUNNO PARA WEST
155919,White,Maltese X,CHUM,Male,VIRGINIA
155920,White,Staffordshire Bull Terrier X,Cleo,Female,ELIZABETH SOUTH
155921,Black/White,Maltese X,SCRUFFY,Male,DAVOREN PARK
155922,White,Maltese X,SCRUFFY,Male,ELIZABETH EAST
155923,Brindle,Staffordshire Bull Terrier,JET,Male,ANDREWS FARM
155924,Black/White,Maltese X,INDY,Female,ELIZABETH GROVE
155925,White,Jack Russell Terrier,F B,Male,ELIZABETH GROVE
155926,Tan,Staffordshire Bull Terrier,WISPA,Female,MUNNO PARA WEST
155927,Brown/White,Labrador Retriever,BELLA,Desexed Female,MUNNO PARA WEST
155928,Black/Blue,Australian Cattle Dog,SPLASH,Desexed Female,ELIZABETH VALE
155929,Black /Tan,German Shepherd Dog,LILO,Desexed Female,ELIZABETH VALE
155930,Black,Maltese X,MINNIE MOO,Desexed Female,ELIZABETH NORTH
155931,Black /Tan,Rottweiler,ROXY,Female,CRAIGMORE
155932,Gold,Golden Retriever,INDIANA,Desexed Female,ANGLE VALE
155933,Tan,Dogue De Bordeaux,BRONSON,Desexed Male,MUNNO PARA WEST
155934,Black /Tan,Dachshund (Miniature),MONTY REGINALD,Desexed Male,ANDREWS FARM
155935,Brindle,Staffordshire Bull Terrier,BOSTON,Male,MUNNO PARA
155936,White/Black,Siberian Husky,TIBBY,Desexed Female,BLAKEVIEW
155937,Tri-Colored,King Charles Spaniel,KELSEY,Desexed Female,BLAKEVIEW
155938,Black/Brown,Australian Cattle Dog X,BAXTER,Desexed Male,ELIZABETH GROVE
155939,White,Maremma Sheepdog,TONY,Male,ELIZABETH PARK
155940,Black,Akita X,SNICKERS,Desexed Female,HILLBANK
155941,Black/Brown,Rottweiler X,BREE,Female,ELIZABETH PARK
155942,Black,Staffordshire Bull Terrier X,Boss,Male,MUNNO PARA
155943,Brindle,Staffordshire Bull Terrier,voodoo,Desexed Female,ELIZABETH VALE
155944,Black,Dalmation,LUCKY,Female,ELIZABETH EAST
155945,Brown,Dachshund (Miniature),EVIE ROSE MURRAY,Desexed Female,ANDREWS FARM
155946,Brown/White,Siberian Husky,kovu,Desexed Male,SMITHFIELD PLAINS
155947,White,Siberian Husky,SHEEBA,Female,WATERLOO CORNER
155948,White/Red,Australian Cattle Dog X,CHEWY,Male,ELIZABETH GROVE
155949,Black/White,Siberian Husky,KATY,Female,ELIZABETH GROVE
155950,Tri-Colored,Shih Tzu X,SHELBIE,Male,ELIZABETH VALE
155951,Black/White,Chihuahua X,SHARI,Female,ELIZABETH VALE
155952,Fawn,Puli,BELLA,Desexed Female,ELIZABETH EAST
155953,White,Chihuahua X,nacho,Female,ANDREWS FARM
155954,Brown/White,Chihuahua X,TILLY,Female,ELIZABETH EAST
155955,Black,Pug,GOSAMER,Desexed Male,WATERLOO CORNER
155956,Tan/White,Staffordshire Bull Terrier,SHAH,Male,ELIZABETH VALE
155957,Black /Tan,Rottweiler,Dakota,Female,ELIZABETH EAST
155958,Black /Tan,Rottweiler,Conan,Desexed Male,ELIZABETH EAST
155959,Black/White,Shih Tzu X,BENTLEY,Male,SMITHFIELD
155960,Brindle,Greyhound,MEG,Desexed Female,BLAKEVIEW
155961,Sandy,Boxer X,Alex,Desexed Male,ELIZABETH NORTH
155962,Black/White,Bulldog,Ranger,Desexed Male,ELIZABETH NORTH
155963,Black/White,Border Collie,ORiley,Male,MACDONALD PARK
155964,Tan/White,Staffordshire Bull Terrier X,Brutis,Male,ELIZABETH PARK
155965,Black /Tan,Rottweiler,Rocky,Male,ELIZABETH NORTH
155966,White/Brown,Chihuahua,ELLI,Desexed Female,ONE TREE HILL
155967,Black,Mastiff X,JERRY,Desexed Male,HILLBANK
155968,White/Black,Siberian Husky,KEESHA,Female,ANDREWS FARM
155969,White,Maltese,LUCY,Desexed Female,ULEYBURY
155970,Black,Greyhound,SERENA,Female,ELIZABETH EAST
155971,Brindle,Greyhound,cyril,Male,ELIZABETH EAST
155972,Red,Staffordshire Bull Terrier X,rocky,Desexed Male,BLAKEVIEW
155973,Tri-Colored,Beagle,DEXTER,Desexed Male,BLAKEVIEW
155974,Black/Tan/White,Border Collie,RUSTY,Male,ANDREWS FARM
155975,Brindle,Mastiff X,CEASAR,Male,ELIZABETH PARK
155976,Black /Tan,Australian Kelpie X,RADAR,Desexed Male,ANGLE VALE
155977,Black /Tan,Australian Cattle Dog X,NICKLAUS,Desexed Male,ELIZABETH EAST
155978,Tri-Colored,Border Collie X,HALLIE,Desexed Female,ELIZABETH DOWNS
155979,Red,American Staffordshire Terrier,RUDY,Desexed Female,MUNNO PARA
155980,Black,Chihuahua,MOE MOE,Male,DAVOREN PARK
155981,White,American Staffordshire Terrier Cross,OTIS,Desexed Male,CRAIGMORE
155982,Black,German Shepherd Dog,MYA,Female,MUNNO PARA WEST
155983,White,Maltese,ELLA,Female,ELIZABETH PARK
155984,Brindle,Dutch Shepherd,CORA,Desexed Female,ELIZABETH EAST
155985,Black,Labrador Retriever X,WILLIE FURBER,Male,ANDREWS FARM
155986,Black,Staffordshire Bull Terrier X,BULL DOZER,Male,DAVOREN PARK
155987,Sandy,Cocker Spaniel,MAX,Desexed Male,MUNNO PARA WEST
155988,Tan/White,Australian Cattle Dog X,INDY,Desexed Female,ANDREWS FARM
155989,White/Brown,Jack Russell Terrier X,JACK,Desexed Male,MUNNO PARA WEST
155990,Black/Brown,Chihuahua,DE,Desexed Female,CRAIGMORE
155991,Black/White,Maltese X,KOKO,Desexed Male,CRAIGMORE
155992,Brindle,American Staffordshire Terrier,OAKLEY,Desexed Male,PENFIELD
155993,Tan,Chihuahua,PRINCE,Male,CRAIGMORE
155994,Black,Labrador Retriever X,BOB,Desexed Male,BLAKEVIEW
155995,Black,Staffordshire Bull Terrier,CHELSEA,Desexed Female,ANDREWS FARM
155996,Black,Rottweiler,TYSON,Desexed Male,ANDREWS FARM
155997,Tan/White,Staffordshire Bull Terrier X,KANE,Desexed Male,MUNNO PARA WEST
155998,Tan,Staffordshire Bull Terrier X,MONI BOY,Desexed Male,ELIZABETH VALE
156000,White,Maltese X,crispbe,Desexed Female,DAVOREN PARK
156001,Tan,Unknown,coco,Female,DAVOREN PARK
156002,Brindle,Staffordshire Bull Terrier X,fred,Desexed Female,MUNNO PARA WEST
156003,Brown,Staffordshire Bull Terrier X,RUSSEL,Desexed Male,BLAKEVIEW
156004,Black,Staffordshire Bull Terrier X,Ash,Desexed Male,ELIZABETH PARK
156005,Black,Labrador Retriever X,Mia,Desexed Female,ELIZABETH VALE
156006,White,Siberian Husky,WILLOW,Female,SMITHFIELD
156007,Tri-Colored,Beagle X,RASCAL,Desexed Male,BLAKEVIEW
156008,Black/White,Jack Russell Terrier X,DINKUM,Desexed Male,ELIZABETH GROVE
156009,Cream,Labrador Retriever,ANNIE,Desexed Female,ELIZABETH GROVE
156010,White,Maltese X,SUZY,Female,ELIZABETH PARK
156011,White,Staffordshire Bull Terrier X,JUNO,Desexed Female,MUNNO PARA
156012,Tan/White,Labrador Retriever X,BUDDY,Desexed Male,MUNNO PARA WEST
156013,White,Staffordshire Bull Terrier,LELA,Female,ELIZABETH VALE
156014,Blue,Australian Cattle Dog X,LARA,Female,ELIZABETH PARK
156015,Black /Tan,Australian Kelpie,COOPER,Male,ELIZABETH
156016,Brown,Mastiff,NARLA,Male,ELIZABETH GROVE
156017,Black /Tan,Shar Pei X,OJ,Male,ELIZABETH SOUTH
156018,Tan,German Shepherd Dog,SASHA,Desexed Female,ELIZABETH SOUTH
156019,Black /Tan,Maltese X,MAX,Male,CRAIGMORE
156020,Black/White,Staffordshire Bull Terrier,BOOF,Desexed Male,SMITHFIELD PLAINS
156021,White,Bull Terrier (Miniature),FLOYD,Desexed Male,MUNNO PARA WEST
156022,Fawn,Bull Terrier,TURBO,Female,MUNNO PARA WEST
156023,Black /Tan,Australian Kelpie X,SHEBA,Desexed Female,DAVOREN PARK
156024,Black,Maltese X,SILVA,Desexed Female,MUNNO PARA WEST
156025,Black/White,Siberian Husky,KHALEESI,Desexed Female,BLAKEVIEW
156026,Tan/White,Siberian Husky,DAKOTA,Desexed Female,BLAKEVIEW
156027,Tan,American Staffordshire Terrier,KHALEESI,Female,ELIZABETH EAST
156028,White,Shih Tzu X,CHESTER,Male,DAVOREN PARK
156029,Tan,Shih Tzu,CHELSEA,Female,DAVOREN PARK
156030,Black /Tan,German Shepherd Dog X,AUROA,Female,DAVOREN PARK
156031,Brown/White,Pomeranian X,RUSSELL,Desexed Male,ANDREWS FARM
156032,Tan,Rhodesian Ridgeback,TBA?,Male,DAVOREN PARK
156033,Black /Tan,Miniature Pinscher,CODY,Desexed Male,DAVOREN PARK
156034,Black/White,Australian Kelpie X,TULLY,Desexed Male,ANDREWS FARM
156035,White/Black,Maltese X,TIPPI,Desexed Female,CRAIGMORE
156036,White,Maltese X,Bella,Desexed Female,ELIZABETH VALE
156037,Black /Tan,Rottweiler,TIA,Female,ANDREWS FARM
156038,Red,Australian Cattle Dog,SARA-JANE,Female,DAVOREN PARK
156039,Brown,Staffordshire Bull Terrier X,DODGER,Male,BLAKEVIEW
156040,White,Tenterfield Terrier,PUP,Female,DAVOREN PARK
156041,Ginger,German Shepherd Dog X,CHIPPY,Female,ANDREWS FARM
156042,Brindle,Staffordshire Bull Terrier,MIA,Desexed Female,MUNNO PARA DOWNS
156043,Black/White,Tenterfield Terrier,Kaddi,Desexed Female,DAVOREN PARK
156044,Black/White,Maltese X,ROCKY,Desexed Male,DAVOREN PARK
156045,Brown/White,Cairn Terrier X,GIZMO,Desexed Male,MUNNO PARA WEST
156046,Black/White,Lhasa Apso X,MILLIE,Desexed Female,MUNNO PARA WEST
156047,White,Maltese X,Simba,Desexed Male,CRAIGMORE
156048,White,Shih Tzu X,IZZY,Desexed Female,MUNNO PARA
156049,White,Maltese X,RUBY,Female,MUNNO PARA
156050,Brown,Staffordshire Bull Terrier X,CHICKO,Male,ELIZABETH SOUTH
156051,Black,Australian Kelpie,SWAY,Female,DAVOREN PARK
156052,Black /Tan,Staffordshire Bull Terrier X,TRIP,Male,DAVOREN PARK
156053,Black/White,Maltese X,BOSTON,Male,BLAKEVIEW
156054,White,Maltese,BEAKER,Desexed Male,DAVOREN PARK
156055,Tan/White,Maltese X,TOBY,Male,ELIZABETH NORTH
156056,Brown/White,Beagle,NINYA,Desexed Female,CRAIGMORE
156057,Black /Tan,Rottweiler,BRIDGE PORT,Male,DAVOREN PARK
156058,Cream,Poodle X,RUFUS,Desexed Male,ANGLE VALE
156059,Tan/White,Jack Russell Terrier,CHLOE,Desexed Female,DAVOREN PARK
156060,Black/White,Staffordshire Bull Terrier,RUBY,Female,DAVOREN PARK
156061,Black/White,Bearded Collie,DANTE,Male,MUNNO PARA
156062,White,Jack Russell Terrier X,BRANDY,Female,BLAKEVIEW
156063,White,Jack Russell Terrier X,KENNY,Male,BLAKEVIEW
156064,Tan/White,Mastiff X,TED,Male,DAVOREN PARK
156065,Tan/White,Dogue De Bordeaux X,MILLY,Desexed Female,DAVOREN PARK
156066,Black/Brown,Labrador Retriever,OLLIE,Male,DAVOREN PARK
156067,Black /Tan,German Shepherd Dog,RUBY,Female,DAVOREN PARK
156068,White,Siberian Husky,BUNDY,Male,DAVOREN PARK
156069,Tri-Colored,Cavalier King Charles Spaniel,SOPHIE,Desexed Male,DAVOREN PARK
156070,Black /Tan,Pomeranian X,BRODY,Male,DAVOREN PARK
156071,Brown,Rhodesian Ridgeback,OSIRIS,Desexed Male,ELIZABETH PARK
156072,Tan/White,Jack Russell Terrier X,FINN,Desexed Male,CRAIGMORE
156073,Brown,Poodle (Miniature),MYLAH,Desexed Female,YATTALUNGA
156074,White,Chinese Crested Dog,LEAH,Desexed Female,DAVOREN PARK
156075,Cream,Labrador Retriever,MAISY,Female,DAVOREN PARK
156076,Tri-Colored,Chihuahua X,SHELDON,Desexed Male,ELIZABETH NORTH
156077,Tri-Colored,Maltese X,LEVI,Desexed Male,ELIZABETH NORTH
156078,Tri-Colored,Maltese X,MICKEY,Desexed Male,ELIZABETH NORTH
156079,Tri-Colored,Maltese X,CHLOE,Desexed Female,ELIZABETH NORTH
156080,Fawn/Black,Mastiff X,DUDLEY,Desexed Male,ELIZABETH EAST
156081,Red/Tan,German Shepherd Dog X,TRINITY,Desexed Male,ELIZABETH EAST
156082,White,Maltese X,FLUFFY,Male,ELIZABETH DOWNS
156083,White,Maltese X,NEWMAN,Desexed Male,ELIZABETH EAST
156084,Gold,Labrador Retriever,LUCY,Desexed Female,ELIZABETH NORTH
156085,White,Bassett Hound,BENSON,Desexed Male,ELIZABETH NORTH
156086,Black,Poodle,SCOOTER,Desexed Male,MUNNO PARA WEST
156087,Unknown,Cavalier King Charles Spaniel,JONESY,Desexed Male,MUNNO PARA WEST
156088,Blue,Shar Pei,ATHENA,Desexed Female,DAVOREN PARK
156089,Black,Labrador Retriever,OLIVER,Desexed Male,SMITHFIELD
156090,Black,Rottweiler X,ARTHUR,Male,ELIZABETH NORTH
156091,Blue/Roan,Australian Cattle Dog,BATDOG,Male,DAVOREN PARK
156092,Black/White,Border Collie,ELLIE,Desexed Female,PENFIELD
156093,White,Maltese,CHLOE,Desexed Female,DAVOREN PARK
156094,Tan,Shar Pei,ROXY,Desexed Female,DAVOREN PARK
156095,Light Brown,American Staffordshire Terrier,RAMIE,Desexed Female,ANDREWS FARM
156096,Brindle/White,Staffordshire Bull Terrier X,DIM SIM,Male,DAVOREN PARK
156097,Black,Jack Russell Terrier,ROXY,Female,DAVOREN PARK
156098,Gold,Golden Retriever,HOLLEY,Female,HILLBANK
156099,White,Shih Tzu X,NALA,Female,CRAIGMORE
156100,Black/White,Staffordshire Bull Terrier,LAYLA,Male,DAVOREN PARK
156101,Black/White,Staffordshire Bull Terrier X,BOOFA,Male,DAVOREN PARK
156102,Cream,Golden Retriever,LEXI,Desexed Female,HILLBANK
156103,Brown/White,Jack Russell Terrier,JACK,Desexed Male,DAVOREN PARK
156104,Brindle,Staffordshire Bull Terrier X,DIESEL,Male,CRAIGMORE
156105,Tan/White,Jack Russell Terrier X,BELLA,Desexed Female,DAVOREN PARK
156106,Black /Tan,German Shepherd Dog X,SCOOBY,Desexed Male,ANGLE VALE
156107,Tan/Black,German Shepherd Dog,ELLA,Female,DAVOREN PARK
156108,Black/Gold,German Shepherd Dog,DUKE,Male,CRAIGMORE
156109,Brown/White,Cavalier King Charles Spaniel,CHARLIE,Male,DAVOREN PARK
156110,Tan,Chihuahua X,SASHA,Female,DAVOREN PARK
156111,Black,Maltese X,WOOF WOOF,Male,ELIZABETH PARK
156112,Gold,Pomeranian,HARRY,Desexed Male,MUNNO PARA
156113,Grey/White,Chihuahua X,MOJO,Desexed Male,CRAIGMORE
156114,White,Maremma Sheepdog,BENNY,Desexed Male,DAVOREN PARK
156115,White,Maltese X,KANE,Male,DAVOREN PARK
156116,White,Chihuahua,BUDDY,Male,CRAIGMORE
156117,Black /Tan,Rottweiler,IGLOMIOUS,Desexed Male,DAVOREN PARK
156118,White,Maltese X,MIA,Female,DAVOREN PARK
156119,White/Grey/Apricot,Maltese X,MISHA,Female,DAVOREN PARK
156120,White,Staffordshire Bull Terrier,ROCKY,Male,DAVOREN PARK
156121,Black /Tan,German Shepherd Dog,SCARLETT,Female,ELIZABETH VALE
156122,Black/White,Chihuahua,POOKIE,Desexed Female,ANDREWS FARM
156123,Tan/White,American Staffordshire Terrier,Presley,Desexed Male,MUNNO PARA WEST
156124,Tan/White,Maltese X,LUCY,Female,BLAKEVIEW
156125,Black /Tan,X Breed,LISA,Female,DAVOREN PARK
156126,White,Jack Russell Terrier,DIVA,Female,DAVOREN PARK
156127,Brown,Jack Russell Terrier X,NIKE,Male,DAVOREN PARK
156128,Tri-Colored,Akita,STONE,Desexed Male,DAVOREN PARK
156129,Black /Tan,Rottweiler X,SALLY,Desexed Female,DAVOREN PARK
156130,Tan,Akita,BABY,Female,DAVOREN PARK
156131,Brindle,American Staffordshire Terrier,EDWARD,Male,DAVOREN PARK
156132,Red,Staffordshire Bull Terrier,JESSE,Male,DAVOREN PARK
156133,Black,Staffordshire Bull Terrier,DEMPSEY,Desexed Male,ANDREWS FARM
156134,Tan,Fox Terrier (Smooth)  X,JOEY,Male,DAVOREN PARK
156135,Chocolate,Labrador Retriever X,JACK,Desexed Male,ANDREWS FARM
156136,Tri-Colored,Maltese X,MILLIE,Female,HILLBANK
156137,Brown,Chihuahua X,MISTY,Female,DAVOREN PARK
156138,Brown,Chihuahua X,OREO,Male,DAVOREN PARK
156139,White,Maltese X,LUCY,Female,DAVOREN PARK
156140,Black/White,Maltese X,GIZMO,Male,DAVOREN PARK
156141,White/Brown,Shih Tzu,SHAR,Female,DAVOREN PARK
156142,Red,Akita,KAMI,Female,MUNNO PARA WEST
156143,White/Red,Staffordshire Bull Terrier,BRAX,Male,DAVOREN PARK
156144,Tan/White,Jack Russell Terrier,RENZO,Desexed Male,HILLBANK
156145,Tri-Colored,Beagle X,LILLY,Desexed Female,HILLBANK
156146,Black/White,Papillon,AJAX,Desexed Male,DAVOREN PARK
156147,Black/White,Papillon,Lilly,Desexed Female,DAVOREN PARK
156148,White,Australian Terrier X,ELIE,Female,DAVOREN PARK
156149,Tan/White,Jack Russell Terrier,OLLIE,Desexed Male,BLAKEVIEW
156150,Black,Staffordshire Bull Terrier,SONIC,Male,DAVOREN PARK
156151,Black/White,Beagle,JACK,Desexed Male,BLAKEVIEW
156152,Black/White,Border Collie,Dexter,Desexed Male,MUNNO PARA
156153,Black/White,Staffordshire Bull Terrier X,Evie,Desexed Female,SMITHFIELD
156154,Black/Brindle,Staffordshire Bull Terrier X,Argyle,Desexed Male,SMITHFIELD
156155,Brown,Airedale Terrier,LUCKY,Female,DAVOREN PARK
156156,White,X Breed,MILKKIE,Female,DAVOREN PARK
156157,White,Chihuahua X,R.J.,Male,DAVOREN PARK
156158,Brindle,Staffordshire Bull Terrier,MAX,Male,DAVOREN PARK
156159,Brown,Pomeranian,WOLF,Desexed Male,DAVOREN PARK
156160,Black/White,Siberian Husky,SKYE,Female,ELIZABETH GROVE
156161,Black/Grey,Italian Greyhound X,RASCAL,Desexed Male,DAVOREN PARK
156162,Tan/White,Border Collie X,MICKEY,Male,DAVOREN PARK
156163,Tan/White,Chihuahua X,OLLIE,Male,ANDREWS FARM
156164,Red,Mastiff,XANDER,Male,MUNNO PARA WEST
156165,Black/White,Chihuahua X,RAMBO,Male,DAVOREN PARK
156166,Black/White,Maltese X,Oscar,Male,HILLBANK
156167,White,Maltese X,ALI,Desexed Female,DAVOREN PARK
156168,Grey/White,Alaskan Malamute,SKAAR,Female,ANDREWS FARM
156169,Tri-Colored,Maltese X,PENNY,Desexed Female,DAVOREN PARK
156170,Cream,Cocker Spaniel X,Archie,Desexed Male,BLAKEVIEW
156171,Brown/White,Maltese X,LADY,Female,DAVOREN PARK
156172,Brown,Australian Cattle Dog X,ROXY,Female,DAVOREN PARK
156173,Brown/White,Jack Russell Terrier,RILEY,Male,DAVOREN PARK
156174,White,Maltese X,SNOWFLAKE,Female,DAVOREN PARK
